hotel,is_canceled,lead_time,arrival_date_year,arrival_date_month,arrival_date_week_number,arrival_date_day_of_month,stays_in_weekend_nights,stays_in_week_nights,adults,children,babies,country,distribution_channel,is_repeated_guest,previous_cancellations,adr
City Hotel,0,78,2016,April,18,26,0,4,2,0,0,PRT,TA/TO,0,0,105
City Hotel,0,12,2016,April,18,27,0,3,2,0,0,PRT,TA/TO,0,0,122.33
City Hotel,0,75,2016,April,18,26,0,4,2,0,0,POL,TA/TO,0,0,75
City Hotel,0,64,2016,April,18,25,1,4,2,1,0,NLD,TA/TO,0,0,119.17
City Hotel,0,43,2016,April,18,27,0,3,2,0,0,PRT,TA/TO,0,0,126.6
City Hotel,0,14,2016,April,18,29,0,1,2,0,0,PRT,TA/TO,0,0,65
City Hotel,0,75,2016,April,18,26,0,4,2,0,0,DEU,Direct,0,0,105.83
City Hotel,0,4,2016,April,18,30,0,0,1,0,0,PRT,TA/TO,0,0,0
City Hotel,0,41,2016,April,18,28,0,3,2,0,0,GBR,TA/TO,0,0,120
City Hotel,0,84,2016,April,18,27,0,4,2,0,0,NOR,TA/TO,0,0,118.15
City Hotel,0,51,2016,April,18,26,0,5,2,0,0,FRA,TA/TO,0,0,120.7
City Hotel,0,84,2016,April,18,27,0,4,2,0,0,NOR,TA/TO,0,0,105.4
City Hotel,0,84,2016,April,18,27,0,4,2,0,0,NOR,TA/TO,0,0,118.15
City Hotel,0,84,2016,April,18,27,0,4,2,0,0,NOR,TA/TO,0,0,105.4
City Hotel,0,0,2016,April,18,28,0,3,2,0,0,DEU,TA/TO,0,0,84.14
City Hotel,0,84,2016,April,18,27,0,4,2,0,0,NOR,TA/TO,0,0,105.4
City Hotel,0,101,2016,April,18,26,0,5,2,1,0,PRT,Direct,0,0,105.31
City Hotel,0,42,2016,April,18,24,2,5,2,0,0,DEU,TA/TO,0,0,81.73
City Hotel,0,79,2016,April,18,28,0,3,3,0,0,SWE,TA/TO,0,0,149.1
City Hotel,0,73,2016,April,18,28,0,3,2,0,0,FRA,TA/TO,0,0,105.9
City Hotel,0,106,2016,April,18,28,0,3,2,0,0,ITA,TA/TO,0,0,85.7
City Hotel,0,53,2016,April,18,28,0,3,2,0,0,JPN,TA/TO,0,0,120
City Hotel,0,142,2016,April,18,29,0,2,1,0,0,ITA,TA/TO,0,0,65
City Hotel,0,142,2016,April,18,29,0,2,2,0,0,ITA,TA/TO,0,0,65
City Hotel,0,142,2016,April,18,29,0,2,2,0,0,ITA,TA/TO,0,0,65
City Hotel,0,142,2016,April,18,29,0,2,2,0,0,ITA,TA/TO,0,0,0
City Hotel,0,142,2016,April,18,29,0,2,2,0,0,ITA,TA/TO,0,0,65
City Hotel,0,142,2016,April,18,29,0,2,1,0,0,PRT,TA/TO,0,0,57.5
City Hotel,0,142,2016,April,18,29,0,2,2,0,0,ITA,TA/TO,0,0,65
City Hotel,0,142,2016,April,18,29,0,2,2,0,0,ITA,TA/TO,0,0,65
City Hotel,0,142,2016,April,18,29,0,2,2,0,0,ITA,TA/TO,0,0,65
City Hotel,0,142,2016,April,18,29,0,2,2,0,0,ITA,TA/TO,0,0,65
City Hotel,0,142,2016,April,18,29,0,2,2,0,0,ITA,TA/TO,0,0,65
City Hotel,0,142,2016,April,18,29,0,2,1,0,0,PRT,TA/TO,0,0,57.5
City Hotel,0,142,2016,April,18,29,0,2,2,0,0,PRT,TA/TO,0,0,65
City Hotel,0,80,2016,April,18,28,0,3,2,0,0,PRT,TA/TO,0,0,95.24
City Hotel,0,36,2016,April,18,29,0,2,2,0,0,FRA,TA/TO,0,0,140.4
City Hotel,0,80,2016,April,18,28,0,3,2,0,0,ITA,TA/TO,0,0,95.24
City Hotel,0,2,2016,May,19,1,0,0,2,0,0,PRT,TA/TO,0,0,0
City Hotel,0,55,2016,April,18,29,0,2,3,0,0,ITA,TA/TO,0,0,159.3
City Hotel,0,36,2016,April,18,28,0,3,3,0,0,NLD,TA/TO,0,0,152.4
City Hotel,0,106,2016,April,18,27,0,4,2,0,0,ITA,TA/TO,0,0,95.2
City Hotel,0,38,2016,April,18,27,0,4,3,0,0,POL,TA/TO,0,0,148.95
City Hotel,0,53,2016,April,18,28,0,3,2,2,0,FRA,TA/TO,0,0,192
City Hotel,0,25,2016,April,18,30,0,1,2,0,0,ESP,TA/TO,0,0,156
City Hotel,0,9,2016,April,18,29,0,2,2,0,0,PRT,TA/TO,0,0,110
City Hotel,0,9,2016,April,18,29,0,2,2,0,0,PRT,TA/TO,0,0,110
City Hotel,0,106,2016,April,18,28,0,3,2,0,0,ITA,TA/TO,0,0,111.3
City Hotel,0,80,2016,April,18,28,0,3,2,0,0,GBR,TA/TO,0,0,130.2
City Hotel,0,103,2016,April,18,29,0,2,2,0,0,BEL,Direct,0,0,108.9
City Hotel,0,58,2016,April,18,27,0,4,2,0,0,FRA,TA/TO,0,0,99.88
City Hotel,0,9,2016,April,18,29,0,2,1,0,0,PRT,TA/TO,0,0,100
City Hotel,0,59,2016,April,18,28,0,3,2,0,0,CHE,TA/TO,0,0,80.75
City Hotel,0,71,2016,April,18,27,0,4,2,0,0,ITA,TA/TO,0,0,105.4
City Hotel,0,9,2016,April,18,29,0,2,2,0,0,PRT,TA/TO,0,0,110
City Hotel,0,97,2016,April,18,27,0,4,2,0,0,ITA,TA/TO,0,0,99.45
City Hotel,0,9,2016,April,18,29,0,2,1,0,0,PRT,TA/TO,0,0,100
City Hotel,0,9,2016,April,18,29,0,2,2,0,0,PRT,TA/TO,0,0,110
City Hotel,0,39,2016,April,18,29,0,2,3,0,0,ESP,TA/TO,0,0,177
City Hotel,0,9,2016,April,18,29,0,2,2,0,0,PRT,TA/TO,0,0,110
City Hotel,0,9,2016,April,18,29,0,2,2,0,0,PRT,TA/TO,0,0,110
City Hotel,0,9,2016,April,18,29,0,2,2,0,0,PRT,TA/TO,0,0,110
City Hotel,0,9,2016,April,18,29,0,2,2,0,0,PRT,TA/TO,0,0,110
City Hotel,0,9,2016,April,18,29,0,2,2,0,0,PRT,TA/TO,0,0,110
City Hotel,0,9,2016,April,18,29,0,2,2,0,0,PRT,TA/TO,0,0,110
City Hotel,0,0,2016,April,18,29,0,2,1,0,0,PRT,TA/TO,0,0,100
City Hotel,0,9,2016,April,18,29,0,2,2,0,0,PRT,TA/TO,0,0,110
City Hotel,0,25,2016,April,18,30,0,1,3,0,0,ESP,TA/TO,0,0,186
City Hotel,0,65,2016,April,18,27,0,4,2,0,0,FRA,TA/TO,0,0,80.75
City Hotel,0,88,2016,April,18,30,0,1,2,0,0,PRT,TA/TO,0,0,126.9
City Hotel,0,0,2016,April,18,30,0,1,2,1,0,PRT,TA/TO,0,0,149
City Hotel,0,26,2016,April,18,28,0,3,2,0,0,ITA,Direct,0,0,110
City Hotel,0,71,2016,April,18,25,1,5,3,0,0,ESP,TA/TO,0,0,131.18
City Hotel,0,59,2016,April,18,24,2,5,2,0,0,NLD,TA/TO,0,0,118.27
City Hotel,0,97,2016,April,18,28,0,3,2,0,0,SWE,TA/TO,0,0,108.3
City Hotel,0,56,2016,April,18,30,0,1,3,0,0,ARG,Direct,0,0,142.1
City Hotel,0,58,2016,April,18,28,0,3,2,0,0,FRA,Direct,0,0,109.2
City Hotel,0,43,2016,April,18,28,0,3,2,0,0,GBR,TA/TO,0,0,109.2
City Hotel,0,0,2016,April,18,30,0,1,2,0,0,PRT,TA/TO,0,0,131
City Hotel,0,104,2016,April,18,28,0,3,2,0,0,CHE,TA/TO,0,0,102.3
City Hotel,0,19,2016,April,18,30,0,1,2,0,0,DEU,TA/TO,0,0,141
City Hotel,0,47,2016,April,18,28,0,3,2,0,0,FRA,TA/TO,0,0,120
City Hotel,0,7,2016,April,18,27,1,4,2,0,0,CHN,TA/TO,0,0,121
City Hotel,0,41,2016,April,18,28,1,3,2,0,0,FRA,TA/TO,0,0,121.73
City Hotel,0,86,2016,April,18,26,1,5,2,0,0,GBR,TA/TO,0,0,95.2
City Hotel,0,84,2016,April,18,28,1,3,2,0,0,PRT,Direct,0,0,102.43
City Hotel,0,84,2016,April,18,28,1,3,3,0,0,PRT,Direct,0,0,128.43
City Hotel,0,84,2016,April,18,28,1,3,2,0,0,BEL,Direct,0,0,102.43
City Hotel,0,5,2016,May,19,1,1,0,2,0,0,BRA,TA/TO,0,0,155
City Hotel,0,127,2016,April,18,28,1,3,2,0,0,USA,TA/TO,0,0,90
City Hotel,0,127,2016,April,18,28,1,3,1,0,0,USA,TA/TO,0,0,80
City Hotel,0,127,2016,April,18,28,1,3,1,0,0,PRT,TA/TO,0,0,80
City Hotel,0,127,2016,April,18,28,1,3,2,0,0,USA,TA/TO,0,0,90
City Hotel,0,127,2016,April,18,28,1,3,2,0,0,USA,TA/TO,0,0,90
City Hotel,0,127,2016,April,18,28,1,3,2,0,0,USA,TA/TO,0,0,90
City Hotel,0,127,2016,April,18,28,1,3,2,0,0,USA,TA/TO,0,0,90
City Hotel,0,127,2016,April,18,28,1,3,2,0,0,USA,TA/TO,0,0,90
City Hotel,0,127,2016,April,18,28,1,3,2,0,0,PRT,TA/TO,0,0,90
City Hotel,0,127,2016,April,18,28,1,3,2,0,0,USA,TA/TO,0,0,90
City Hotel,0,61,2016,April,18,30,1,1,2,0,0,GBR,TA/TO,0,0,97.71
City Hotel,0,63,2016,April,18,29,1,2,3,0,0,ESP,TA/TO,0,0,159.3
City Hotel,0,63,2016,April,18,29,1,2,2,0,0,ESP,TA/TO,0,0,126.9
City Hotel,0,61,2016,April,18,30,1,1,2,0,0,ESP,TA/TO,0,0,89.75
City Hotel,0,61,2016,April,18,30,1,1,2,0,0,ESP,TA/TO,0,0,89.75
City Hotel,0,106,2016,April,18,29,1,2,2,0,0,ITA,Direct,0,0,94.5
City Hotel,0,1,2016,April,18,29,1,2,2,2,0,ESP,TA/TO,0,0,211
City Hotel,0,2,2016,April,18,30,1,1,2,2,0,AUS,TA/TO,0,0,211
City Hotel,0,106,2016,April,18,29,1,2,2,0,0,ITA,Direct,0,0,94.5
City Hotel,0,42,2016,April,18,29,1,2,2,1,0,PRT,TA/TO,0,0,143.1
City Hotel,0,105,2016,April,18,29,1,2,2,0,0,ITA,Direct,0,0,94.5
City Hotel,0,43,2016,April,18,30,1,1,2,1,0,ESP,TA/TO,0,0,125.53
City Hotel,0,20,2016,April,18,30,1,1,2,0,0,UKR,TA/TO,0,0,136
City Hotel,0,13,2016,April,18,29,1,2,2,0,0,PRT,TA/TO,0,0,125.67
City Hotel,0,69,2016,April,18,27,1,4,2,1,0,PRT,TA/TO,0,0,108.53
City Hotel,0,87,2016,April,18,27,1,4,2,0,0,FRA,TA/TO,0,0,108.29
City Hotel,0,47,2016,April,18,28,1,3,2,0,0,PRT,TA/TO,0,0,88.52
City Hotel,0,64,2016,April,18,29,1,2,2,2,0,ESP,TA/TO,0,0,198.9
City Hotel,0,67,2016,April,18,30,1,1,3,0,0,ESP,TA/TO,0,0,219.6
City Hotel,0,68,2016,April,18,28,1,3,2,0,0,FRA,TA/TO,0,0,104.76
City Hotel,0,64,2016,April,18,29,1,2,2,0,0,PRT,TA/TO,0,0,116.1
City Hotel,0,54,2016,April,18,30,1,1,2,1,0,ESP,TA/TO,0,0,143.1
City Hotel,0,79,2016,April,18,28,1,3,1,0,0,PRT,TA/TO,0,0,125.38
City Hotel,0,44,2016,April,18,29,1,2,2,2,0,ESP,TA/TO,0,0,207.9
City Hotel,0,64,2016,April,18,29,1,2,2,0,0,GBR,TA/TO,0,0,116.1
City Hotel,0,95,2016,April,18,27,1,4,2,0,0,CHE,TA/TO,0,0,89.25
City Hotel,0,42,2016,April,18,28,1,3,2,0,0,FRA,TA/TO,0,0,109.31
City Hotel,0,46,2016,April,18,29,1,2,3,0,0,ESP,TA/TO,0,0,159.3
City Hotel,0,3,2016,April,18,29,1,2,2,2,0,FRA,Direct,0,0,156.95
City Hotel,0,81,2016,April,18,29,1,2,2,0,0,FRA,TA/TO,0,0,75
City Hotel,0,9,2016,April,18,28,1,3,2,0,0,GBR,TA/TO,0,0,133.5
City Hotel,0,93,2016,April,18,26,1,5,2,0,0,FRA,TA/TO,0,0,105.4
City Hotel,0,84,2016,April,18,29,1,2,2,0,0,GBR,TA/TO,0,0,89.75
City Hotel,0,99,2016,April,18,28,1,3,2,0,0,POL,TA/TO,0,0,101.58
City Hotel,0,2,2016,April,18,27,1,4,2,0,0,GBR,TA/TO,0,0,162.47
City Hotel,0,79,2016,April,18,28,1,3,2,0,0,NLD,TA/TO,0,0,125.38
City Hotel,0,4,2016,May,19,1,1,0,1,0,0,USA,TA/TO,0,0,125
City Hotel,0,47,2016,April,18,28,1,3,2,0,0,ARG,TA/TO,0,0,123.96
City Hotel,0,73,2016,April,18,29,1,2,2,0,0,CHE,TA/TO,0,0,91.36
City Hotel,0,37,2016,April,18,29,1,2,1,0,0,RUS,TA/TO,0,0,121.5
City Hotel,0,11,2016,April,18,30,1,1,2,2,0,ESP,TA/TO,0,0,225
City Hotel,0,105,2016,April,18,29,1,2,2,0,0,ITA,Direct,0,0,94.5
City Hotel,0,60,2016,April,18,30,1,1,2,1,0,ESP,TA/TO,0,0,114.57
City Hotel,0,79,2016,April,18,28,1,3,2,0,0,NLD,TA/TO,0,0,125.38
City Hotel,0,90,2016,May,19,1,2,0,2,0,0,PRT,TA/TO,0,0,80.75
City Hotel,0,24,2016,April,18,29,2,2,2,0,0,GBR,TA/TO,0,0,156
City Hotel,0,222,2016,April,18,28,2,3,2,0,0,FRA,TA/TO,0,0,118
City Hotel,0,88,2016,May,19,2,1,0,2,0,0,ISR,Direct,0,0,125.1
City Hotel,0,33,2016,April,18,29,2,2,2,0,0,BEL,TA/TO,0,0,140.4
City Hotel,0,33,2016,April,18,29,2,2,2,0,0,BEL,TA/TO,0,0,140.4
City Hotel,0,162,2016,April,18,27,2,4,2,0,0,BRA,Direct,0,0,92.08
City Hotel,0,99,2016,April,18,27,2,4,2,0,0,USA,TA/TO,0,0,107.95
City Hotel,0,30,2016,April,18,29,2,2,2,0,0,SRB,TA/TO,0,0,140.4
City Hotel,0,78,2016,April,18,28,2,3,2,0,0,GRC,Direct,0,0,103.87
City Hotel,0,10,2016,April,18,30,2,1,3,0,0,DEU,Direct,0,0,183
City Hotel,0,3,2016,May,19,2,1,0,1,0,0,PRT,Corporate,0,0,98
City Hotel,0,9,2016,November,47,17,0,1,1,0,0,PRT,Corporate,1,0,79
City Hotel,0,6,2017,January,2,9,1,1,1,0,0,PRT,Corporate,1,0,80
City Hotel,0,1,2017,February,6,8,0,1,1,0,0,PRT,Corporate,1,0,89
City Hotel,0,1,2017,March,12,21,0,1,1,0,0,PRT,Corporate,1,0,89
City Hotel,0,2,2017,May,18,4,0,1,1,0,0,PRT,Corporate,1,0,110
City Hotel,0,9,2017,June,25,21,0,1,1,0,0,PRT,Corporate,1,0,104
City Hotel,0,161,2016,April,18,29,2,2,2,0,0,AUS,TA/TO,0,0,95.2
City Hotel,0,4,2016,May,19,2,1,0,2,0,0,NLD,TA/TO,0,0,95
City Hotel,0,24,2016,May,19,2,1,0,1,0,0,DEU,TA/TO,0,0,124
City Hotel,0,3,2016,May,19,2,1,0,1,0,0,NLD,TA/TO,0,0,104.72
City Hotel,0,101,2016,May,19,1,2,0,2,0,0,GBR,TA/TO,0,0,103.5
City Hotel,0,98,2016,April,18,26,2,5,2,0,0,FRA,TA/TO,0,0,98.24
City Hotel,0,0,2016,May,19,3,0,0,1,0,0,RUS,TA/TO,1,0,0
City Hotel,0,0,2016,May,19,2,1,0,1,0,0,NLD,Direct,0,0,139
City Hotel,0,12,2016,May,19,2,1,0,2,0,1,ESP,TA/TO,0,0,141
City Hotel,0,35,2016,April,18,30,2,1,2,0,0,GBR,TA/TO,0,0,140.4
City Hotel,0,35,2016,April,18,30,2,1,1,0,0,GBR,TA/TO,0,0,140.4
City Hotel,0,44,2016,April,18,29,2,2,2,1,0,ITA,TA/TO,0,0,137.14
City Hotel,0,104,2016,April,18,28,2,3,2,0,0,DEU,TA/TO,0,0,96.55
City Hotel,0,19,2016,April,18,29,2,2,2,0,0,GBR,TA/TO,0,0,106.65
City Hotel,0,0,2016,April,18,30,2,1,2,0,0,FRA,TA/TO,0,0,106.2
City Hotel,0,100,2016,April,18,28,2,3,2,0,0,PRT,TA/TO,0,0,101.15
City Hotel,0,109,2016,April,18,28,2,3,2,0,0,DEU,TA/TO,0,0,97.75
City Hotel,0,24,2016,May,19,1,2,0,3,0,0,CHN,TA/TO,0,0,172
City Hotel,0,47,2016,April,18,29,2,2,2,0,0,CN,TA/TO,0,0,132.6
City Hotel,0,61,2016,May,21,15,1,0,2,0,0,CN,TA/TO,0,0,135.9
City Hotel,0,77,2016,May,19,1,2,0,2,0,0,NLD,TA/TO,0,0,140.4
City Hotel,0,77,2016,May,19,1,2,0,2,0,0,PRT,TA/TO,0,0,125.1
City Hotel,0,54,2016,April,18,30,2,1,2,0,0,IRL,TA/TO,0,0,85
City Hotel,0,3,2016,April,18,29,2,2,2,0,0,FRA,TA/TO,0,0,95
City Hotel,0,0,2016,May,19,1,2,0,2,1,0,CRI,TA/TO,0,0,132.44
City Hotel,0,0,2016,May,19,2,1,0,2,0,0,PRT,Direct,0,0,139
City Hotel,0,10,2016,April,18,29,2,2,3,0,0,ESP,TA/TO,0,0,172
City Hotel,0,109,2016,April,18,30,2,1,2,0,0,GBR,TA/TO,0,0,77.03
City Hotel,0,109,2016,April,18,30,2,1,2,0,0,GBR,TA/TO,0,0,77.03
City Hotel,0,109,2016,April,18,30,2,1,2,0,0,GBR,TA/TO,0,0,77.03
City Hotel,0,109,2016,April,18,30,2,1,2,0,0,GBR,TA/TO,0,0,77.03
City Hotel,0,108,2016,April,18,30,2,1,2,0,0,GBR,TA/TO,0,0,77.03
City Hotel,0,1,2016,May,19,2,1,0,2,1,0,FIN,TA/TO,0,0,159
City Hotel,0,101,2016,April,18,28,2,3,2,0,0,PRT,TA/TO,0,0,101.15
City Hotel,0,83,2016,April,18,26,2,5,2,0,0,PRT,TA/TO,0,0,107.46
City Hotel,0,162,2016,April,18,28,2,3,2,1,0,ITA,Direct,0,0,107.65
City Hotel,0,89,2016,May,19,1,2,1,2,0,0,FRA,TA/TO,0,0,75
City Hotel,0,210,2016,May,19,2,1,1,2,0,0,GBR,TA/TO,0,0,88.7
City Hotel,0,100,2016,May,19,1,2,1,2,0,0,PRT,TA/TO,0,0,105.3
City Hotel,0,180,2016,May,19,2,1,1,2,0,0,PRT,TA/TO,0,0,100
City Hotel,0,82,2016,May,19,2,1,1,1,0,0,ITA,TA/TO,0,0,80
City Hotel,0,82,2016,May,19,2,1,1,1,0,0,ITA,TA/TO,0,0,80
City Hotel,0,180,2016,May,19,2,1,1,2,0,0,PRT,TA/TO,0,0,100
City Hotel,0,180,2016,May,19,2,1,1,2,0,0,PRT,TA/TO,0,0,100
City Hotel,0,1,2016,May,19,3,0,1,2,0,0,FRA,Direct,0,0,129
City Hotel,0,180,2016,May,19,2,1,1,2,0,0,ITA,TA/TO,0,0,100
City Hotel,0,180,2016,May,19,2,1,1,2,0,0,ITA,TA/TO,0,0,100
City Hotel,0,108,2016,April,18,27,2,5,2,0,0,FRA,TA/TO,0,0,97.02
City Hotel,0,180,2016,May,19,2,1,1,2,0,0,ITA,TA/TO,0,0,100
City Hotel,0,180,2016,May,19,2,1,1,2,0,0,ITA,TA/TO,0,0,100
City Hotel,0,100,2016,May,19,1,2,1,2,0,0,GBR,TA/TO,0,0,105.3
City Hotel,0,180,2016,May,19,2,1,1,2,0,0,ITA,TA/TO,0,0,100
City Hotel,0,180,2016,May,19,2,1,1,2,0,0,ITA,TA/TO,0,0,0
City Hotel,0,180,2016,May,19,2,1,1,2,0,0,ITA,TA/TO,0,0,100
City Hotel,0,180,2016,May,19,2,1,1,2,0,0,ITA,TA/TO,0,0,100
City Hotel,0,82,2016,May,19,2,1,1,1,0,0,ITA,TA/TO,0,0,80
City Hotel,0,180,2016,May,19,2,1,1,2,0,0,ITA,TA/TO,0,0,100
City Hotel,0,180,2016,May,19,2,1,1,2,0,0,ITA,TA/TO,0,0,100
City Hotel,0,180,2016,May,19,2,1,1,2,0,0,ITA,TA/TO,0,0,100
City Hotel,0,180,2016,May,19,2,1,1,2,0,0,PRT,TA/TO,0,0,100
City Hotel,0,180,2016,May,19,2,1,1,2,0,0,ITA,TA/TO,0,0,100
City Hotel,0,180,2016,May,19,2,1,1,2,0,0,PRT,TA/TO,0,0,100
City Hotel,0,180,2016,May,19,2,1,1,2,0,0,ITA,TA/TO,0,0,100
City Hotel,0,180,2016,May,19,2,1,1,2,0,0,ITA,TA/TO,0,0,100
City Hotel,0,180,2016,May,19,2,1,1,2,0,0,PRT,TA/TO,0,0,100
City Hotel,0,4,2016,May,19,2,1,1,1,0,0,PRT,Corporate,0,0,95
City Hotel,0,4,2016,May,21,16,1,1,1,0,0,PRT,Corporate,1,0,95
City Hotel,0,7,2016,June,23,1,0,2,1,0,0,PRT,Corporate,1,0,104
City Hotel,0,3,2016,July,28,4,1,1,1,0,0,PRT,Corporate,1,0,79
City Hotel,1,4,2016,October,42,11,0,1,1,0,0,PRT,Corporate,1,0,110
City Hotel,0,1,2016,November,47,15,0,2,1,0,0,PRT,Corporate,1,1,88
City Hotel,0,0,2017,January,4,26,0,1,1,0,0,PRT,Corporate,1,1,80
City Hotel,0,4,2017,May,18,2,0,2,1,0,0,PRT,Corporate,1,1,104
City Hotel,0,28,2017,July,27,3,1,1,1,0,0,PRT,Corporate,1,1,114.33
City Hotel,0,57,2017,August,31,1,0,2,1,0,0,PRT,Corporate,1,1,80
City Hotel,0,201,2016,May,19,1,2,1,2,0,0,GBR,TA/TO,0,0,106.2
City Hotel,0,80,2016,May,19,2,1,1,2,0,0,FRA,TA/TO,0,0,126.9
City Hotel,0,80,2016,May,19,2,1,1,2,0,0,FRA,TA/TO,0,0,126.9
City Hotel,0,80,2016,May,19,2,1,1,2,0,0,FRA,TA/TO,0,0,126.9
City Hotel,0,1,2016,May,19,3,0,1,2,1,0,FIN,TA/TO,0,0,142
City Hotel,0,15,2016,May,19,2,1,1,2,0,0,JPN,TA/TO,0,0,141
City Hotel,0,4,2016,May,19,2,1,1,2,0,0,PRT,TA/TO,0,0,90
City Hotel,0,6,2016,May,19,3,0,1,1,0,0,PRT,Corporate,0,0,110
City Hotel,0,2,2016,December,51,14,0,3,2,0,0,PRT,Corporate,1,0,86
City Hotel,0,6,2016,May,19,3,0,1,1,0,0,FRA,Corporate,0,0,110
City Hotel,0,16,2016,June,25,16,0,1,1,0,0,FRA,Corporate,1,0,95
City Hotel,0,6,2016,November,46,8,0,1,1,0,0,FRA,Corporate,1,0,94
City Hotel,0,104,2016,April,18,28,2,4,2,0,0,DEU,TA/TO,0,0,80.75
City Hotel,0,80,2016,May,19,1,2,1,2,0,0,GBR,TA/TO,0,0,140.4
City Hotel,0,99,2016,May,19,1,2,1,3,0,0,BEL,TA/TO,0,0,137.7
City Hotel,0,82,2016,May,19,2,1,1,1,0,0,PRT,TA/TO,0,0,80
City Hotel,0,102,2016,April,18,27,2,5,2,0,0,POL,TA/TO,0,0,86.82
City Hotel,0,56,2016,May,19,3,0,1,2,0,0,PRT,Direct,0,0,0
City Hotel,0,11,2016,May,19,2,1,1,3,0,0,DEU,TA/TO,0,0,186
City Hotel,0,10,2016,May,19,3,0,1,2,0,0,PRT,Direct,0,0,58
City Hotel,0,10,2016,May,19,3,0,1,2,0,0,PRT,Direct,0,0,58
City Hotel,0,44,2016,April,18,30,2,2,2,0,0,NAM,TA/TO,0,0,121.61
City Hotel,0,33,2016,April,18,29,2,3,2,0,0,RUS,TA/TO,0,0,140.4
City Hotel,0,80,2016,May,19,1,2,1,2,0,0,GBR,TA/TO,0,0,140.4
City Hotel,0,70,2016,May,19,1,2,1,2,0,0,FRA,Direct,0,0,135
City Hotel,0,76,2016,April,18,30,2,2,2,0,0,FRA,TA/TO,0,0,132.6
City Hotel,0,12,2016,April,18,29,2,3,1,0,0,NLD,TA/TO,0,0,152
City Hotel,0,2,2016,May,19,2,1,1,2,0,0,FRA,TA/TO,0,0,141
City Hotel,0,72,2016,May,19,2,1,1,2,0,0,FRA,TA/TO,0,0,149.4
City Hotel,0,226,2016,April,18,29,2,3,2,0,0,GBR,Direct,0,0,95.4
City Hotel,0,24,2016,April,18,30,2,2,1,0,0,GBR,TA/TO,0,0,133.5
City Hotel,0,17,2016,April,18,30,2,2,1,0,0,GBR,Direct,0,0,127.08
City Hotel,0,83,2016,May,19,1,2,1,2,0,0,FRA,TA/TO,0,0,75
City Hotel,0,5,2016,April,18,27,2,5,0,0,0,ESP,Direct,0,0,0
City Hotel,0,30,2016,May,19,1,2,1,0,0,0,PRT,TA/TO,0,0,0
City Hotel,0,102,2016,May,19,1,2,2,1,0,0,USA,TA/TO,0,0,89.25
City Hotel,0,83,2016,May,19,1,2,2,2,0,0,FRA,TA/TO,0,0,75
City Hotel,0,66,2016,May,19,1,2,2,3,0,0,SWE,TA/TO,0,0,150.45
City Hotel,0,83,2016,May,19,1,2,2,2,0,0,FRA,TA/TO,0,0,75
City Hotel,0,117,2016,May,19,3,0,2,2,0,0,PRT,TA/TO,0,0,94.5
City Hotel,0,2,2016,April,18,29,2,4,2,0,0,CN,TA/TO,0,0,151
City Hotel,0,109,2016,May,19,2,1,2,1,0,0,PRT,TA/TO,0,0,88.01
City Hotel,0,33,2016,May,19,3,0,2,1,0,0,GBR,TA/TO,0,0,111.6
City Hotel,0,38,2016,May,19,2,1,2,2,0,0,NLD,TA/TO,0,0,116.1
City Hotel,0,23,2016,May,19,2,1,2,3,0,0,PRT,TA/TO,0,0,143.99
City Hotel,0,23,2016,May,19,2,1,2,2,0,0,PRT,TA/TO,0,0,108.57
City Hotel,0,153,2016,May,19,2,1,2,2,0,0,GBR,TA/TO,0,0,88.01
City Hotel,0,113,2016,May,19,2,1,2,2,0,0,PRT,TA/TO,0,0,105.3
City Hotel,0,0,2016,May,19,4,0,1,1,0,0,PRT,Corporate,0,0,65
City Hotel,0,0,2016,November,48,23,0,1,1,0,0,PRT,Corporate,1,0,65
City Hotel,0,1,2017,June,26,27,0,1,1,0,0,PRT,Corporate,1,0,65
City Hotel,0,28,2017,August,33,16,0,1,1,0,0,PRT,Corporate,1,0,77
City Hotel,0,79,2016,May,19,2,1,2,2,0,0,DEU,TA/TO,0,0,126.9
City Hotel,0,84,2016,May,19,2,1,2,2,0,0,FRA,TA/TO,0,0,75
City Hotel,0,81,2016,May,19,1,2,2,2,0,0,NLD,TA/TO,0,0,119.85
City Hotel,0,52,2016,April,18,30,2,3,2,1,0,SWE,Direct,0,0,163.75
City Hotel,0,0,2016,May,19,4,0,1,3,0,0,PRT,Direct,0,0,0
City Hotel,0,88,2016,May,19,2,1,2,2,0,0,DEU,TA/TO,0,0,80.75
City Hotel,0,77,2016,April,18,30,2,3,2,0,0,BRA,TA/TO,0,0,123.45
City Hotel,0,27,2016,May,19,4,0,1,2,0,0,PRT,TA/TO,0,0,85
City Hotel,0,27,2016,May,19,4,0,1,2,0,0,PRT,TA/TO,0,0,85
City Hotel,0,108,2016,May,19,2,1,2,2,0,0,FRA,TA/TO,0,0,94.5
City Hotel,0,41,2016,April,18,30,2,3,2,0,0,NLD,TA/TO,0,0,127.83
City Hotel,0,40,2016,April,18,30,2,3,0,2,0,NLD,TA/TO,0,0,127.83
City Hotel,0,110,2016,May,19,2,1,2,2,1,0,BEL,TA/TO,0,0,68.04
City Hotel,0,107,2016,April,18,30,2,3,2,0,0,DEU,TA/TO,0,0,99.45
City Hotel,0,24,2016,May,19,2,1,2,2,0,0,FRA,TA/TO,0,0,129
