student_id,age,gender,academic_level,study_hours,self_study_hours,online_classes_hours,social_media_hours,gaming_hours,sleep_hours,screen_time_hours,exercise_minutes,caffeine_intake_mg,part_time_job,upcoming_deadline,internet_quality,mental_health_score,drug_use,focus_index,burnout_level,productivity_score,exam_score
4323,20.0,Female,Postgraduate,5.39,1.01,3.23,2.87,0.42,8.04,10.93,101.0,325.0,Yes,0.0,Average,8.0,,35.72,46.95,48.88,23.27
4324,19.0,Male,Undergraduate,1.92,0.0,3.39,2.13,1.41,6.51,5.95,84.0,220.0,no,0.0,Average,10.0,,26.34,40.0,34.37,13.99
4325,22.0,Male,Postgraduate,3.98,2.4,3.91,2.23,1.86,8.42,3.59,148.0,79.0,No,1.0,Good,7.0,1.0,30.83,30.18,46.6,28.03
4326,16.0,Male,Postgraduate,4.67,2.5,1.74,2.09,3.15,6.89,11.11,103.0,257.0,No,0.0,Poor,3.0,,23.7,38.51,27.6,29.47
4327,21.0,Male,Postgraduate,5.79,1.62,1.92,0.52,1.42,8.37,7.19,59.0,155.0,No,0.0,Good,1.0,,38.62,24.71,40.35,25.7
4328,24.0,Female,Undergraduate ,4.54,1.76,2.28,3.41,0.99,5.2,8.39,35.0,275.0,No,1.0,Good,5.0,,25.57,74.99,21.19,1.0
4329,16.0,Female,Undergraduate,6.01,3.27,0.2,0.0,3.2,8.24,6.28,79.0,405.0,No,0.0,Good,9.0,,37.71,23.58,70.46,43.89
4330,23.0,Male,High School,2.03,0.98,3.91,2.99,1.96,9.5,10.25,123.0,481.0,yes,1.0,,8.0,,19.83,52.57,18.11,1.0
4331,24.0,Male,Undergraduate,4.38,3.32,2.05,2.49,0.97,5.55,8.35,92.0 min,172.0,No,0.0,Average,2.0,,29.18,41.6,27.24,23.41
4332,22.0,Male,Undergraduate,5.43,1.76,1.48,4.85,2.22,7.35,7.04,81.0,264.0,Yes,1.0,Good,1.0,1.0,20.66,64.23,24.14,1.16
4333,18.0,Female,Postgraduate ,6.91,0.89,,2.0,2.9,5.08,6.41,145.0,13.0,No,0.0,Average,7.0,,31.16,28.19,63.84,37.14
4334,20.0,Other,High School,2.6,3.26,0.0,3.55,1.41,6.85,2.39,6.0,395.0,Yes,0.0,Good,1.0,,13.09,44.44,17.87,1.0
4335,23.0,Female,High School,2.19,1.12,2.41,1.74,,6.58,2.49,47.0,377.0,No,1.0,Average,1.0,,11.64,,1.0,
4336,24.0,Female,High School,3.6,3.78,0.95,1.75,0.75,6.75,7.98,8.0,188.0,Yes,1.0,Good,1.0,,20.58,62.03,11.6,1.0
4337,20.0,,,3.24,2.89,3.07,2.22,1.42,8.67,7.37,27.0,92.0,No,0.0,Average,5.0,0.0,29.61,19.71,,23.57
4338,19.0,Female,High School,5.35,0.3,2.29,2.16,0.65,6.18,10.25,115.0,,,0.0,Good,4.0,,19.72,,26.37,1.13
4339,21.0,Female,Undergraduate,1.32,3.23,1.01,2.08,0.31,9.24,11.45,122.0,282.0,No,1.0,Good,5.0,,31.57,33.43,18.46,16.33
4340,25.0,Male,High School,3.34,2.02,2.34,1.42,1.76,6.26,7.05,89.0,47.0,No,0.0,Poor,6.0,1.0,32.16,37.44,38.55,17.55
4341,17.0,Male,High School ,4.02,3.91,1.38,5.62,0.8,8.14,1.42,17.0,478.0,No,1.0,Poor,4.0,,24.22,31.34,32.88,15.77
4342,21.0,Female,Postgraduate,6.57,,,,1.79,5.85,4.84,137.0,89.0,no,1.0,Good,8.0,,41.48,42.0,,27.26
4343,22.0,Female,Postgraduate,5.74,0.04,2.1,5.79,3.33,7.79,9.4,67.0,454.0,no,1.0,Good,7.0,1.0,36.79,53.17,51.09,16.27
4344,24.0,Female,Postgraduate,8.13,2.4,3.56,3.85,3.4,5.72,6.17,56.0,449.0,Yes,1.0,Good,9.0,,34.95,67.66,62.27,28.7
4345,17.0,Female,High School,4.18,4.41,2.09,0.05,1.2,5.89,3.35,5.0,12.0,No,1.0,Good,2.0,,29.44,51.28,21.6,1.0
4346,20.0,Female,High School,6.97,2.88,1.37,4.35,1.29,8.39,7.09,95.0,316.0,no,0.0,Average,6.0,,35.83,21.23,58.97,34.8
4347,19.0,Male,Undergraduate,4.69,2.54,2.65,2.56,0.89,4.0,6.2,19.0 min,28.0,No,1.0,Poor,8.0,0.0,44.11,74.91,38.37,22.55
4348,20.0,Other,High School,2.16,2.21,3.46,0.0,0.0,7.9,10.13,47.0,322.0,Yes,1.0,Good,9.0,,33.85,62.09,32.01,12.5
4349,22.0,Male,High School,6.97,1.37,2.37,4.92,3.0,,,86.0,43.0,No,0.0,Average,1.0,,6.82,,23.4,14.78
4350,16.0,Other,Undergraduate,8.0,1.73,2.08,3.64,2.77,6.95,5.63,114.0,157.0,no,0.0,Average,10.0,1.0,41.08,25.43,81.11,39.06
4351,20.0,Male,Undergraduate,2.15,2.65,2.57,4.5,0.0,6.19,7.28,81.0 min,387.0,No,0.0,Poor,3.0,1.0,12.43,37.53,9.51,1.0
4352,25.0,Other,High School,2.01,4.32,1.93,4.39,0.4,6.42,10.99,37.0,19.0,No,1.0,Good,7.0,,25.55,50.68,29.74,8.33
4353,16.0,,,,,2.04,,4.54,,,,,,,,,1.0,,,,
4354,18.0,Other,High School,4.98,2.67,1.35,1.18,1.56,8.03,7.3,75.0,242.0,No,1.0,Good,6.0,,43.49,48.38,44.59,21.22
4355,20.0,,Undergraduate,4.57,1.76,1.38,1.85,,7.29,7.29,119.0 min,464.0,Yes,1.0,Average,7.0,,30.06,57.81,45.35,20.69
4356,20.0,Other,Postgraduate,5.48,2.33,4.03,3.74,0.37,6.94,4.63,6.0,339.0,Yes,0.0,Good,3.0,,20.18,54.17,26.92,6.19
4357,16.0,Male,Postgraduate ,3.36,1.26,1.47,7.25,1.58,6.04,3.54,70.0,153.0,yes,1.0,Average,8.0,0.0,24.22,54.22,31.02,4.45
4358,16.0,Male,Undergraduate,4.14,2.79,3.43,2.8,0.0,7.84,7.17,1.0,388.0,No,0.0,Poor,3.0,,39.36,34.95,31.01,19.69
4359,17.0,Male,,3.29,3.92,1.06,3.61,0.46,7.31,3.56,106.0,326.0,No,1.0,Average,10.0,,42.07,,50.25,31.39
4360,20.0,Female,Undergraduate ,2.86,,2.66,0.0,1.34,5.86,7.47,96.0,368.0,Yes,0.0,Poor,3.0,,25.38,,,
4361,24.0,Male,Postgraduate,6.17,3.13,3.31,2.51,2.49,8.42,8.77,39.0,5.0,Yes,1.0,Average,2.0,,22.74,47.71,32.79,13.95
4362,,Male,High School ,,1.28,,,,,,,,,,Good,4.0,,,,45.09,
4363,17.0,Female,Postgraduate,7.16,1.21,2.84,4.48,2.64,7.36,7.03,29.0,38.0,yes,1.0,Poor,7.0,,34.47,57.16,51.4,27.12
4364,20.0,Female,Postgraduate,4.81,1.15,2.4,2.76,3.67,5.46,4.09,101.0,39.0,No,1.0,Average,4.0,,22.97,37.36,35.2,16.47
4365,17.0,Female,Postgraduate ,3.7,1.84,3.05,3.05,0.64,6.96,5.72,92.0,394.0,Yes,1.0,Good,3.0,1.0,31.65,65.61,17.45,3.08
4366,16.0,Female,Postgraduate,4.34,2.35,1.46,4.18,0.0,6.51,5.79,42.0,483.0,Yes,0.0,Good,1.0,,23.6,37.34,17.61,8.75
4367,,,,,,,,,,,27.0,,,,Good,3.0,,13.99,26.6,,
4368,22.0,Male,Postgraduate,5.74,,2.41,2.24,0.0,5.44,6.55,57.0,,,0.0,Poor,3.0,1.0,22.62,52.44,37.81,15.28
4369,17.0,Male,Postgraduate ,3.45,2.49,3.46,0.28,2.5,6.86,7.78,3.0,363.0,No,1.0,Good,10.0,0.0,48.48,53.34,51.44,16.47
4370,24.0,Male,Postgraduate,5.38,4.37,2.77,0.1,2.97,8.29,9.41,34.0,122.0,Yes,0.0,Good,10.0,,56.65,34.52,57.5,44.63
4371,17.0,Male,Postgraduate ,1.01,4.25,2.83,4.49,2.54,4.59,7.45,110.0,393.0,No,1.0,Average,3.0,,12.31,54.29,10.96,1.0
4372,19.0,,Undergraduate ,5.2,,,,,,,,72.0,,,,,,,,,
4373,18.0,Female,High School,5.57,3.15,0.43,4.62,0.0,4.37,6.91,121.0,2.0,Yes,0.0,Average,6.0,,25.5,59.57,38.4,18.01
4374,21.0,Male,Undergraduate,8.05,2.45,1.64,2.2,0.78,5.74,7.57,149.0,68.0,No,0.0,Poor,6.0,1.0,38.51,32.34,60.49,35.78
4375,18.0,Female,Undergraduate,4.74,3.13,0.3,4.52,5.51,8.9,5.4,20.0,477.0,no,1.0,Poor,3.0,,21.82,30.07,29.88,14.65
4376,23.0,Female,Postgraduate,4.65,3.76,2.09,3.39,1.67,6.26,5.28,108.0,278.0,No,1.0,Good,3.0,,20.84,45.08,20.57,9.47
4377,23.0,Other,Undergraduate,7.07,2.23,1.71,2.0,1.71,5.29,9.18,132.0,48.0,Yes,0.0,Good,1.0,,17.25,58.94,31.56,12.72
4378,17.0,Male,Postgraduate ,3.72,1.23,2.53,1.69,1.35,7.69,2.54,99.0,311.0,No,1.0,Poor,4.0,,25.39,22.45,31.64,17.37
4379,20.0,Other,High School,3.61,2.27,2.46,0.0,1.15,7.4,9.49,141.0,348.0,No,0.0,Good,7.0,1.0,38.36,39.26,41.64,21.21
4380,18.0,Other,High School,6.08,3.12,3.15,2.78,0.99,7.32,2.31,79.0,253.0,Yes,1.0,Average,8.0,1.0,43.77,60.6,60.32,32.82
4381,20.0,Female,High School,5.33,2.27,3.55,4.58,1.23,8.64,4.55,47.0,15.0,Yes,1.0,Average,9.0,,33.74,45.81,53.17,30.36
4382,,Other,,,,,,,,,,,,,,,,,,,
4383,24.0,Male,Undergraduate,3.6,0.96,2.93,1.49,2.68,7.08,7.01,30.0,7.0,yes,0.0,Poor,8.0,,33.03,33.78,40.85,23.11
4384,23.0,Male,Postgraduate,6.25,1.73,4.38,1.21,0.96,7.44,8.32,84.0,431.0,No,1.0,Average,2.0,,28.56,46.99,38.73,16.05
4385,23.0,Female,Undergraduate,2.0,1.81,0.06,2.52,0.37,7.88,6.53,45.0,222.0,No,1.0,Poor,10.0,1.0,36.14,46.55,42.49,14.54
4386,20.0,Female,Undergraduate,5.66,2.71,2.42,2.45,3.89,7.74,6.54,128.0,48.0,Yes,1.0,Average,3.0,,27.49,43.1,29.45,7.95
4387,,,,4.35,,1.43,5.34,,5.39,,16.0,,Yes,,Average,4.0,,27.77,,,
4388,,,,,,,,,,,,,Yes,0.0,,,0.0,,,,
4389,22.0,Female,Postgraduate,2.99,4.26,2.62,2.24,1.94,7.64,5.67,57.0,228.0,no,0.0,Good,2.0,,23.16,23.31,22.22,17.99
4390,20.0,Female,Undergraduate,3.4,2.45,2.14,2.16,4.78,8.25,7.54,145.0,337.0,No,0.0,Good,7.0,,31.3,28.19,51.24,29.94
4391,,Other,,,,,,,,,,,,,Poor,,,,,,
4392,24.0,Female,High School,4.17,1.45,2.41,4.72,0.06,7.49,5.0,53.0,384.0,No,1.0,Average,3.0,,24.42,49.09,31.26,14.41
4393,23.0,Other,High School ,1.43,1.97,1.97,2.06,0.0,7.32,12.43,147.0,406.0,Yes,1.0,Good,8.0,,37.27,62.04,29.5,17.89
4394,,,,,,,,,,,,,No,,,,,34.76,,33.71,
4395,16.0,Female,Undergraduate,4.4,4.04,3.79,0.77,0.0,8.35,9.75,15.0 min,316.0,Yes,0.0,Average,9.0,,49.49,46.19,53.11,23.37
4396,25.0,Male,Postgraduate,5.49,1.19,0.46,3.32,2.49,6.4,7.36,109.0,269.0,No,1.0,Poor,3.0,,16.95,50.63,33.56,10.83
4397,24.0,Female,Postgraduate ,3.04,5.67,1.99,5.12,3.09,6.07,8.01,127.0,119.0,no,1.0,Average,4.0,1.0,20.29,32.83,32.08,15.74
4398,18.0,Male,Undergraduate,,,1.23,3.13,1.74,4.78,6.81,97.0,122.0,,,Poor,9.0,,,66.69,35.48,18.46
4399,22.0,Male,High School,5.58,3.65,2.94,3.59,0.73,8.25,5.54,60.0,205.0,No,1.0,Good,2.0,,24.83,30.54,36.78,9.1
4400,20.0,Male,Undergraduate,1.55,1.91,1.81,2.78,3.25,8.42,9.04,33.0,159.0,Yes,1.0,Poor,4.0,,17.7,60.51,15.74,1.0
4401,,,Undergraduate,,,,,,,,,,,,,9.0,,,,,
4402,24.0,Female,Undergraduate,2.75,4.11,1.71,1.81,2.38,8.11,11.12,114.0,152.0,Yes,1.0,Good,4.0,,28.17,46.79,20.36,6.47
4403,16.0,Male,Postgraduate ,5.54,1.89,0.78,3.87,3.1,7.44,3.71,34.0,170.0,No,1.0,Poor,4.0,,23.83,41.0,42.81,17.13
4404,,Male,High School,6.06,3.51,2.78,0.21,0.66,5.6,5.36,78.0,118.0,Yes,1.0,Poor,2.0,,,56.4,25.64,10.46
4405,24.0,Other,Postgraduate,4.39,,1.58,0.99,0.83,5.22,8.24,15.0,63.0,,1.0,Average,3.0,,24.0,58.97,20.06,5.26
4406,,,,,,,,,7.14,2.71,,,,0.0,Good,,,,16.56,,
4407,23.0,Male,Postgraduate,5.24,3.42,0.71,4.89,2.87,7.81,8.16,14.0,308.0,Yes,1.0,Average,2.0,1.0,19.24,50.2,32.45,13.05
4408,,Female,,3.01,,,,,,,,,,,,3.0,,24.9,37.67,,
4409,,Male,High School,,3.23,0.1,7.28,1.45,7.27,1.29,19.0,193.0,No,0.0,Poor,9.0,1.0,37.03,25.11,,46.89
4410,22.0,Female,High School,4.14,1.42,1.85,1.86,0.0,4.28,8.85,17.0,464.0,No,0.0,Good,10.0,1.0,38.42,56.15,44.48,16.83
4411,17.0,Female,Postgraduate,7.04,1.97,0.95,2.53,1.74,9.14,11.0,34.0,440.0,no,0.0,Average,1.0,,31.7,36.77,36.48,30.02
4412,25.0,Male,Postgraduate ,1.94,3.17,2.37,2.69,0.0,7.98,6.0,91.0,185.0,No,1.0,Poor,6.0,,34.33,32.73,31.76,17.02
4413,22.0,Female,High School,6.47,4.01,0.6,3.82,3.16,8.25,6.38,86.0,245.0,Yes,0.0,Average,4.0,,35.54,33.16,50.18,30.72
4414,20.0,Male,Undergraduate,2.38,1.69,2.35,4.27,,7.61,7.25,48.0,67.0,No,0.0,Good,1.0,,4.74,27.22,4.61,5.0
4415,16.0,Female,High School ,2.35,3.07,1.8,3.12,2.15,8.24,3.33,42.0 min,229.0,Yes,1.0,Good,5.0,,23.37,42.98,18.96,1.0
4416,17.0,Male,High School,3.41,3.61,2.19,3.96,1.26,7.51,5.33,84.0,86.0,No,0.0,Average,2.0,1.0,18.52,17.25,18.79,14.12
4417,16.0,Male,High School,4.07,5.2,0.89,2.57,0.0,6.06,6.47,97.0,497.0,no,1.0,Good,6.0,,34.98,52.88,38.64,22.36
4418,20.0,Other,Postgraduate,3.82,0.52,2.26,3.07,2.77,7.36,6.81,117.0,331.0,No,1.0,Poor,10.0,,31.03,41.1,50.94,25.44
4419,,,,,2.01,,,1.23,,,117.0,,,,,,1.0,,,,
4420,19.0,Male,Undergraduate,5.41,0.89,2.52,2.66,3.12,5.62,8.22,19.0,45.0,No,,Poor,7.0,,17.78,38.19,52.93,24.93
4421,18.0,,Undergraduate,6.63,1.37,2.28,3.55,1.63,,3.8,128.0,337.0,,1.0,Average,2.0,,32.9,32.52,,
4422,23.0,Male,High School,5.02,3.32,3.18,2.05,0.0,6.31,11.51,54.0,66.0,Yes,0.0,Good,9.0,,48.21,58.47,50.34,34.87
4423,23.0,Female,Postgraduate,7.46,0.41,2.23,0.0,0.2,7.97,3.86,4.0 min,124.0,No,1.0,Good,7.0,,45.9,38.14,56.45,38.4
4424,16.0,Male,High School,1.1,3.51,1.78,1.63,0.0,8.14,10.45,53.0,398.0,Yes,0.0,Good,1.0,1.0,15.19,50.74,1.5,1.0
4425,18.0,Male,Undergraduate ,3.94,1.65,0.03,4.55,0.0,6.49,9.11,105.0,379.0,Yes,0.0,Good,3.0,,18.22,51.1,32.58,6.66
4426,,Female,Undergraduate,4.7,5.35,,3.16,2.54,8.56,9.8,86.0,262.0,Yes,0.0,Poor,3.0,,31.86,36.72,32.4,12.8
4427,20.0,Female,Undergraduate,3.43,4.16,0.82,5.13,3.72,4.27,12.07,113.0,184.0,Yes,0.0,Good,3.0,1.0,12.15,67.0,19.28,1.0
4428,21.0,Male,High School ,3.05,0.9,2.35,,,7.49,4.02,26.0,389.0,Yes,1.0,,1.0,,23.45,60.72,1.0,1.0
4429,21.0,Male,Undergraduate ,7.12,0.57,1.87,3.28,1.93,6.84,8.36,96.0,45.0,Yes,1.0,Good,7.0,,39.2,47.26,70.14,40.49
4430,18.0,Male,Undergraduate,4.68,1.3,0.44,2.12,0.0,7.15,6.74,122.0 min,266.0,no,1.0,Good,4.0,1.0,42.75,46.14,38.33,25.38
4431,24.0,Female,Undergraduate,2.55,,1.72,2.97,1.14,7.26,10.0,50.0,162.0,No,0.0,Average,6.0,,,36.63,28.99,13.1
4432,20.0,Male,Postgraduate,2.3,3.87,0.58,,0.82,9.64,9.59,58.0,498.0,No,,Poor,,,34.22,46.45,10.73,1.0
4433,18.0,Male,Undergraduate,5.22,2.73,2.82,3.54,1.09,6.67,3.25,94.0 min,265.0,no,0.0,Average,9.0,,38.58,20.54,70.44,42.57
4434,17.0,Other,High School,3.11,4.04,1.14,2.22,0.95,6.61,3.27,124.0 min,128.0,no,0.0,Poor,6.0,0.0,36.39,40.93,42.99,22.95
4435,25.0,Female,High School,6.62,4.17,1.57,3.99,1.85,8.15,10.88,145.0,397.0,no,0.0,Poor,10.0,1.0,46.26,31.75,65.21,45.29
4436,,,,3.85,,,,,8.15,,,,,,,,,,,,
4437,17.0,Male,Undergraduate,2.55,3.41,0.0,3.66,2.93,8.6,5.78,74.0,278.0,Yes,1.0,Poor,9.0,1.0,41.2,35.09,28.8,21.23
4438,25.0,Other,Undergraduate,8.15,3.39,2.22,4.82,1.62,5.51,8.79,129.0,298.0,no,0.0,Average,1.0,,33.31,36.68,51.83,26.96
4439,25.0,Male,Postgraduate,5.94,2.76,2.33,7.25,2.67,7.76,4.51,129.0,402.0,Yes,0.0,Good,7.0,,32.81,34.7,59.47,38.31
4440,19.0,,Undergraduate ,6.27,2.57,,2.77,0.93,8.56,7.16,66.0,332.0,no,0.0,Good,6.0,,34.65,32.08,57.9,28.55
4441,20.0,Other,High School,8.62,1.26,1.88,,2.09,8.7,4.74,13.0,351.0,Yes,0.0,Good,,,52.02,27.57,79.81,50.78
4442,23.0,Female,High School ,4.08,1.17,3.39,2.43,3.21,7.92,7.76,56.0,346.0,No,1.0,Average,10.0,1.0,27.91,47.62,40.45,21.84
4443,25.0,Male,High School,4.97,3.52,2.14,1.19,1.08,5.99,1.0,105.0,471.0,Yes,1.0,Poor,6.0,,37.24,62.32,32.34,12.56
4444,25.0,Other,Postgraduate,3.02,2.56,2.07,3.27,2.63,8.36,7.71,114.0,470.0,Yes,0.0,Average,8.0,0.0,39.48,37.37,43.92,16.69
4445,22.0,Male,Postgraduate,3.15,1.76,0.17,0.6,1.69,7.65,5.15,65.0,386.0,No,0.0,Poor,7.0,,34.09,29.57,44.73,30.28
4446,20.0,Male,High School,5.22,1.91,1.82,0.7,1.27,9.13,6.07,56.0,250.0,yes,0.0,Average,4.0,,23.32,32.22,37.86,27.55
4447,19.0,Male,Postgraduate ,4.2,2.71,1.94,5.16,0.26,8.12,3.17,85.0,58.0,Yes,0.0,Poor,8.0,,38.26,26.13,57.13,28.78
4448,,,,5.27,,,,,,,,,,,,,,,,,
4449,19.0,Male,Undergraduate,5.45,3.47,1.85,4.78,0.0,9.57,3.55,18.0,132.0,No,1.0,Average,3.0,,26.66,31.14,37.89,11.1
4450,16.0,Female,Postgraduate,4.95,1.76,1.48,2.17,0.24,5.92,1.5,133.0,28.0,no,0.0,Average,1.0,,17.93,22.42,29.03,22.22
4451,,,Postgraduate ,,,,,,8.95,,,,,1.0,,4.0,,,46.14,,27.76
4452,23.0,Female,High School,2.28,1.08,0.49,4.37,1.68,7.39,6.01,116.0,437.0,No,1.0,Poor,8.0,,29.29,41.88,40.78,17.05
4453,17.0,Male,Postgraduate,3.17,3.05,2.43,0.98,0.49,4.51,6.94,148.0,335.0,Yes,1.0,Average,10.0,,35.93,68.68,38.35,17.47
4454,22.0,Female,Postgraduate ,2.97,1.77,1.6,1.73,1.46,5.1,5.08,142.0,221.0,Yes,1.0,Poor,3.0,,22.59,66.97,19.76,7.38
4455,19.0,Other,Undergraduate,7.76,1.6,1.57,3.42,0.26,6.36,4.47,100.0,217.0,no,1.0,Poor,9.0,,45.52,46.4,70.46,37.23
4456,23.0,Male,Postgraduate ,2.27,1.96,2.99,2.34,2.44,7.17,6.11,20.0 min,344.0,No,0.0,Poor,2.0,,20.11,30.69,14.64,14.69
4457,17.0,Female,High School,4.22,3.81,2.18,4.24,0.43,5.79,7.51,116.0,231.0,Yes,0.0,Average,4.0,,19.98,58.4,18.86,11.88
4458,,Male,,3.4,3.08,2.12,3.04,0.18,7.36,4.04,42.0,,,1.0,Good,7.0,0.0,39.78,39.98,34.62,19.71
4459,17.0,Male,Undergraduate,3.69,3.2,3.74,3.46,0.86,7.6,6.64,122.0,130.0,Yes,0.0,Average,10.0,,34.31,24.48,56.38,35.45
4460,18.0,Female,Postgraduate,5.62,3.22,2.0,3.28,1.64,5.75,7.61,84.0,59.0,No,1.0,Average,7.0,1.0,34.05,49.97,47.64,18.47
4461,22.0,Male,Postgraduate,1.85,2.37,2.97,2.02,2.45,7.52,7.38,74.0 min,454.0,no,0.0,Average,3.0,1.0,23.77,33.51,13.36,3.75
4462,24.0,Male,Postgraduate,3.82,2.67,1.8,0.0,0.42,5.58,6.9,43.0,113.0,No,0.0,Average,7.0,1.0,41.69,35.53,51.79,26.05
4463,23.0,Female,Postgraduate ,6.24,1.3,1.99,3.14,2.82,6.19,5.49,43.0,219.0,No,1.0,Poor,4.0,,29.06,51.71,30.58,8.37
4464,17.0,Female,Postgraduate,4.42,0.37,1.51,3.0,0.91,7.0,5.79,109.0,203.0,No,1.0,Average,2.0,,22.35,38.6,24.5,2.59
4465,19.0,Male,Postgraduate ,3.84,3.1,1.97,3.65,2.63,6.58,3.42,16.0,183.0,No,0.0,Average,10.0,1.0,33.01,22.59,54.06,32.04
4466,19.0,Other,Postgraduate,4.06,3.41,2.46,1.9,0.79,6.52,4.91,127.0,179.0,No,0.0,Average,8.0,,45.88,27.33,45.83,39.8
4467,18.0,Male,Undergraduate,0.38,3.73,1.33,1.45,1.35,5.42,10.56,99.0,498.0,No,0.0,Good,3.0,,22.23,54.48,10.47,2.98
4468,17.0,Male,Postgraduate,4.66,1.77,3.84,3.41,1.14,7.33,7.66,33.0,175.0,Yes,1.0,Poor,8.0,,36.29,60.38,36.44,19.38
4469,,Male,Postgraduate,,1.22,2.64,2.7,0.97,,8.73,12.0,105.0,Yes,1.0,Good,8.0,,25.13,52.45,36.94,19.48
4470,19.0,Other,High School,0.5,1.05,0.68,3.82,1.7,10.0,1.0,132.0,313.0,No,0.0,Good,6.0,,11.17,10.42,25.38,14.5
4471,17.0,Male,Undergraduate,2.62,2.28,0.93,2.87,1.07,6.51,6.51,4.0,389.0,no,0.0,Good,8.0,,32.58,31.5,44.44,27.5
4472,,,Undergraduate,,,,,,5.73,,,,,,,,,,,,
4473,17.0,Other,Postgraduate,3.21,3.72,2.82,0.47,0.04,7.6,10.43,140.0,393.0,Yes,1.0,Average,10.0,0.0,49.51,72.21,49.25,30.26
4474,19.0,Female,High School,0.21,0.0,1.83,3.91,0.0,8.94,4.87,38.0 min,430.0,Yes,1.0,,6.0,,13.11,51.39,4.53,1.0
4475,17.0,Female,High School,5.24,3.72,0.64,1.17,0.79,5.25,2.82,149.0 min,133.0,Yes,1.0,Average,5.0,,34.85,58.17,45.68,19.49
4476,23.0,Male,Undergraduate ,5.75,0.0,1.27,2.34,3.43,7.42,6.83,75.0,94.0,No,0.0,Good,6.0,1.0,34.97,26.1,50.56,29.96
4477,19.0,Male,High School,5.68,2.57,1.44,2.52,0.99,7.31,6.75,15.0,380.0,no,1.0,Average,8.0,,50.26,62.81,52.38,28.03
4478,23.0,Female,High School,4.83,,2.36,2.68,0.95,7.48,5.08,,160.0,Yes,1.0,Poor,8.0,,,45.92,52.48,19.58
4479,16.0,Male,High School,1.24,3.77,1.89,0.82,2.63,7.26,2.19,141.0,414.0,Yes,0.0,Poor,5.0,,28.56,39.23,15.78,11.56
4480,19.0,Female,Postgraduate,4.21,3.52,0.98,2.74,1.69,7.94,9.72,18.0,302.0,yes,0.0,Good,7.0,,39.98,52.2,38.9,28.52
4481,17.0,Male,Postgraduate,6.14,0.15,0.58,0.0,2.88,6.49,10.06,4.0,385.0,No,1.0,Average,6.0,1.0,34.66,59.74,46.77,15.24
4482,23.0,Female,Undergraduate,4.61,3.59,0.0,2.66,3.0,5.5,4.45,54.0,494.0,Yes,0.0,Poor,1.0,,13.01,64.52,1.0,1.0
4483,25.0,Female,High School,0.75,2.05,2.11,2.05,1.44,7.52,7.17,107.0 min,148.0,Yes,1.0,Average,4.0,,24.25,51.6,5.57,1.0
4484,20.0,Female,Postgraduate,3.36,2.21,0.17,2.42,1.82,7.87,11.0,89.0,421.0,Yes,0.0,Average,6.0,0.0,29.18,43.51,29.47,
4485,17.0,Female,Undergraduate,0.77,2.87,5.47,2.43,2.46,7.22,6.83,48.0,444.0,Yes,0.0,Poor,9.0,,30.67,37.94,31.64,10.65
4486,18.0,Other,Postgraduate,3.16,1.91,4.48,3.05,0.67,7.84,6.69,17.0,421.0,No,1.0,Poor,1.0,,16.11,50.61,2.3,1.0
4487,21.0,Other,Postgraduate,3.04,0.15,0.25,1.96,0.67,6.47,4.5,29.0,48.0,Yes,1.0,Poor,10.0,,34.21,49.93,42.77,12.92
4488,22.0,Male,High School,3.63,0.84,2.13,4.29,1.65,7.38,6.7,127.0,163.0,Yes,1.0,Poor,6.0,,27.34,48.53,35.72,15.33
4489,17.0,Female,Undergraduate,6.25,3.5,1.65,2.06,1.07,6.46,6.14,57.0,298.0,No,1.0,Poor,10.0,,52.19,44.22,61.66,35.24
4490,21.0,Female,Postgraduate,5.07,2.87,1.53,0.0,0.81,7.94,4.81,124.0,87.0,Yes,1.0,Good,7.0,,33.15,42.74,53.65,23.82
4491,23.0,Female,Undergraduate ,5.36,2.42,2.04,1.72,3.87,7.48,7.01,142.0,410.0,No,0.0,Average,5.0,1.0,25.64,22.73,47.31,25.64
4492,19.0,Male,High School,3.07,1.22,1.97,2.5,1.88,7.98,4.19,76.0,205.0,No,0.0,Poor,8.0,1.0,37.38,27.01,49.45,38.46
4493,23.0,Male,Undergraduate,4.98,2.24,2.45,4.39,2.75,9.57,6.99,67.0,174.0,yes,0.0,Poor,3.0,,25.56,22.22,32.48,25.53
4494,22.0,Male,High School,1.86,1.91,0.52,4.26,3.36,6.97,7.17,97.0,73.0,no,0.0,Average,7.0,,22.21,29.36,28.1,14.57
4495,25.0,Female,,,,,2.58,,,,,117.0,,,,,,,,,
4496,,,,4.18,,1.49,,2.73,,,,,,,,,,,,,
4497,17.0,Male,Undergraduate ,4.49,0.0,1.54,3.88,1.15,6.85,5.82,16.0,441.0,No,0.0,Average,5.0,,25.29,46.93,39.07,20.83
4498,21.0,,,,0.92,0.59,,0.78,6.28,,,34.0,,1.0,,,,,,,
4499,23.0,Female,Undergraduate,2.68,1.35,2.37,4.44,2.33,9.11,7.17,57.0 min,96.0,Yes,0.0,Good,,1.0,20.96,32.11,39.06,17.15
4500,,Male,,,1.97,,,,,,,,,,,,,,,,19.11
4501,18.0,Male,Postgraduate,6.35,0.72,1.25,3.59,1.49,5.68,9.7,6.0,73.0,yes,1.0,Average,8.0,,35.41,75.52,56.28,18.57
4502,,Male,High School,,,1.02,,,8.27,,,,,,,,0.0,25.18,,,
